x Xe ne tau dtaudx ddtauddx g dgdx ddgddx 
-0.458746 0.000167351 0.000166945 3.19271e-07 -1.10225e-06 8.61539e-06 1.10225e-06 -2.28037e-06 -0.00189773 
-0.457646 0.00016735 0.000166394 3.18061e-07 -1.09889e-06 -2.49605e-06 1.09889e-06 -3.5744e-06 -0.000454818 
-0.456546 0.00016735 0.000165846 3.16853e-07 -1.09455e-06 1.03868e-05 1.09455e-06 -4.4371e-06 -0.00111357 
-0.455446 0.000167349 0.000165299 3.15653e-07 -1.09047e-06 -2.97915e-06 1.09047e-06 -1.6247e-06 0.00622653 
-0.454345 0.000167349 0.000164754 3.14452e-07 -1.09127e-06 1.52982e-06 1.09127e-06 1.99846e-06 0.000360372 
-0.453245 0.000167348 0.00016421 3.13252e-07 -1.09216e-06 -3.14014e-06 1.09216e-06 -1.77966e-06 -0.00722899 
-0.452145 0.000167348 0.000163669 3.12051e-07 -1.08782e-06 1.10307e-05 1.08781e-06 -4.30023e-06 0.00264658 
-0.451045 0.000167347 0.000163129 3.10858e-07 -1.08445e-06 -4.91092e-06 1.08445e-06 -2.03503e-06 0.00147156 
-0.449945 0.000167347 0.000162591 3.09665e-07 -1.08241e-06 8.61293e-06 1.08241e-06 -2.2924e-06 -0.00193946 
-0.448845 0.000167346 0.000162055 3.08477e-07 -1.07904e-06 -2.48688e-06 1.07904e-06 -3.53746e-06 -0.000324054 
-0.447745 0.000167346 0.000161521 3.07291e-07 -1.07472e-06 1.03526e-05 1.07472e-06 -4.54536e-06 -0.00150831 
-0.446645 0.000167345 0.000160988 3.06112e-07 -1.07059e-06 -2.85149e-06 1.07059e-06 -1.33123e-06 0.0073516 
-0.445545 0.000167345 0.000160457 3.04934e-07 -1.07158e-06 1.0534e-06 1.07158e-06 1.31582e-06 -0.00253925 
-0.444444 0.000167345 0.000159928 3.03755e-07 -1.07175e-06 -1.36212e-06 1.07175e-06 -7.71841e-07 -0.00125613 
-0.443344 0.000167344 0.000159401 3.02576e-07 -1.07008e-06 4.39508e-06 1.07008e-06 -2.31482e-06 -0.001549 
-0.442244 0.000167344 0.000158875 3.01401e-07 -1.06666e-06 1.81775e-06 1.06666e-06 -3.83757e-06 -0.00121937 
-0.441144 0.000167343 0.000158351 3.0023e-07 -1.06216e-06 6.36987e-06 1.06216e-06 -3.93556e-06 0.00104122 
-0.440044 0.000167343 0.000157829 2.99064e-07 -1.05879e-06 -2.43307e-07 1.05879e-06 -1.89145e-06 0.00267498 
-0.438944 0.000167342 0.000157308 2.979e-07 -1.05693e-06 3.62133e-06 1.05693e-06 -2.75552e-06 -0.00424587 
-0.437844 0.000167342 0.00015679 2.96739e-07 -1.05285e-06 3.79393e-06 1.05285e-06 -3.27638e-06 0.00329895 
-0.436744 0.000167341 0.000156273 2.95582e-07 -1.05118e-06 -7.61099e-07 1.05118e-06 1.88913e-07 0.00300095 
-0.435644 0.000167341 0.000155757 2.94425e-07 -1.05202e-06 -7.49536e-07 1.05202e-06 2.3744e-07 -0.00291273 
-0.434543 0.00016734 0.000155244 2.93268e-07 -1.05036e-06 3.75924e-06 1.05036e-06 -3.38727e-06 -0.003677 
-0.433443 0.00016734 0.000154732 2.92115e-07 -1.04623e-06 3.74853e-06 1.04623e-06 -2.46455e-06 0.00535451 
-0.432343 0.000167339 0.000154221 2.90966e-07 -1.04456e-06 -7.1739e-07 1.04456e-06 -2.56288e-06 -0.00553327 
-0.431243 0.000167339 0.000153713 2.89818e-07 -1.04048e-06 8.13901e-06 1.04048e-06 -2.96307e-06 0.00480572 
-0.430143 0.000167339 0.000153206 2.88675e-07 -1.03864e-06 -4.78472e-06 1.03864e-06 -1.7487e-06 -0.00259799 
-0.429043 0.000167338 0.000152701 2.87533e-07 -1.03522e-06 1.09999e-05 1.03522e-06 -4.39627e-06 -0.00221528 
-0.427943 0.000167338 0.000152197 2.86398e-07 -1.0309e-06 -3.14282e-06 1.0309e-06 -1.7745e-06 0.00698167 
-0.426843 0.000167337 0.000151695 2.85263e-07 -1.03176e-06 1.57141e-06 1.03176e-06 2.0658e-06 -2.51125e-09 
-0.425743 0.000167337 0.000151195 2.84128e-07 -1.03262e-06 -3.14282e-06 1.03262e-06 -1.77449e-06 -0.00698166 
-0.424642 0.000167336 0.000150697 2.82993e-07 -1.0283e-06 1.09999e-05 1.0283e-06 -4.39628e-06 0.00221525 
-0.423542 0.000167336 0.0001502 2.81865e-07 -1.02488e-06 -4.78471e-06 1.02488e-06 -1.74867e-06 0.0025981 
-0.422442 0.000167335 0.000149704 2.80737e-07 -1.02304e-06 8.139e-06 1.02304e-06 -2.96318e-06 -0.00480607 
-0.421342 0.000167335 0.000149211 2.79615e-07 -1.01896e-06 -7.17343e-07 1.01896e-06 -2.56253e-06 0.00553445 
-0.420242 0.000167334 0.000148719 2.78495e-07 -1.01729e-06 3.74835e-06 1.01729e-06 -2.46571e-06 -0.00535843 
-0.419142 0.000167334 0.000148228 2.77378e-07 -1.01316e-06 3.7599e-06 1.01316e-06 -3.38352e-06 0.00368984 
-0.418042 0.000167334 0.000147739 2.76264e-07 -1.0115e-06 -7.51976e-07 1.0115e-06 2.2555e-07 0.00287145 
-0.416942 0.000167333 0.000147252 2.75151e-07 -1.01233e-06 -7.51993e-07 1.01233e-06 2.25402e-07 -0.00287172 
-0.415842 0.000167333 0.000146767 2.74038e-07 -1.01068e-06 3.75995e-06 1.01068e-06 -3.38313e-06 -0.00368859 
-0.414741 0.000167332 0.000146283 2.72928e-07 -1.00655e-06 3.74816e-06 1.00655e-06 -2.46697e-06 0.00535416 
-0.413641 0.000167332 0.0001458 2.71823e-07 -1.00488e-06 -7.16641e-07 1.00488e-06 -2.55841e-06 -0.00552039 
-0.412541 0.000167331 0.00014532 2.70718e-07 -1.0008e-06 8.13638e-06 1.0008e-06 -2.97626e-06 0.00476075 
-0.411441 0.000167331 0.00014484 2.6962e-07 -9.9895e-07 -4.77494e-06 9.9895e-07 -1.70831e-06 -0.00245563 
-0.410341 0.00016733 0.000144363 2.68521e-07 -9.95546e-07 1.09634e-05 9.95546e-07 -4.5153e-06 -0.00264748 
-0.409241 0.00016733 0.000143887 2.6743e-07 -9.91169e-07 -3.00669e-06 9.91169e-07 -1.44817e-06 0.00822353 
-0.408141 0.00016733 0.000143412 2.66338e-07 -9.92238e-07 1.06339e-06 9.92238e-07 1.2879e-06 -0.00324937 
-0.407041 0.000167329 0.000142939 2.65247e-07 -9.92339e-07 -1.24687e-06 9.92339e-07 -5.13238e-07 -2.50898e-05 
-0.405941 0.000167329 0.000142468 2.64155e-07 -9.90866e-07 3.92409e-06 9.90866e-07 -2.97555e-06 -0.00445139 
-0.40484 0.000167328 0.000141998 2.63068e-07 -9.86735e-07 3.58647e-06 9.86735e-07 -2.86623e-06 0.00465013 
-0.40374 0.000167328 0.00014153 2.61984e-07 -9.84891e-07 -2.34023e-07 9.84891e-07 -1.85403e-06 -0.00280995 
-0.40264 0.000167327 0.000141063 2.60901e-07 -9.81517e-07 6.3676e-06 9.81517e-07 -3.94666e-06 -0.000994452 
-0.40154 0.000167327 0.000140598 2.59824e-07 -9.77015e-07 1.81757e-06 9.77015e-07 -3.83742e-06 0.00119305 
-0.40044 0.000167326 0.000140134 2.58751e-07 -9.73596e-07 4.39806e-06 9.73596e-07 -2.30485e-06 0.00159316 
-0.39934 0.000167326 0.000139672 2.57682e-07 -9.71933e-07 -1.37387e-06 9.71932e-07 -8.02907e-07 0.00113738 
-0.39824 0.000167326 0.000139212 2.56612e-07 -9.72085e-07 1.09741e-06 9.72085e-07 1.39488e-06 0.0028582 
-0.39714 0.000167325 0.000138753 2.55543e-07 -9.7314e-07 -3.01576e-06 9.7314e-07 -1.4844e-06 -0.00809274 
-0.39604 0.000167325 0.000138295 2.54473e-07 -9.68767e-07 1.09657e-05 9.68767e-07 -4.50458e-06 0.00260205 
-0.394939 0.000167324 0.000137839 2.53411e-07 -9.65362e-07 -4.77493e-06 9.65362e-07 -1.7082e-06 0.00248176 
-0.393839 0.000167324 0.000137385 2.52348e-07 -9.63514e-07 8.13405e-06 9.63514e-07 -2.98739e-06 -0.00480733 
-0.392739 0.000167323 0.000136932 2.51292e-07 -9.59429e-07 -7.07343e-07 9.59429e-07 -2.52098e-06 0.00565527 
-0.391639 0.000167323 0.00013648 2.50237e-07 -9.57776e-07 3.7133e-06 9.57775e-07 -2.57769e-06 -0.00575837 
-0.390539 0.000167323 0.00013603 2.49185e-07 -9.53593e-07 3.8901e-06 9.53593e-07 -3.0823e-06 0.00484099 
-0.389439 0.000167322 0.000135582 2.48137e-07 -9.52134e-07 -1.23776e-06 9.52134e-07 -4.76719e-07 -0.000104039 
-0.388339 0.000167322 0.000135134 2.4709e-07 -9.52232e-07 1.06094e-06 9.52231e-07 1.2759e-06 0.0032903 
-0.387239 0.000167321 0.000134689 2.46042e-07 -9.53302e-07 -3.00599e-06 9.53301e-07 -1.44406e-06 -0.00823519 
-0.386139 0.000167321 0.000134245 2.44994e-07 -9.48925e-07 1.0963e-05 9.48924e-07 -4.51762e-06 0.00264747 
-0.385039 0.00016732 0.000133802 2.43954e-07 -9.45521e-07 -4.77424e-06 9.4552e-07 -1.7042e-06 0.00246733 
-0.383938 0.00016732 0.000133361 2.42913e-07 -9.43673e-07 8.13391e-06 9.43672e-07 -2.98827e-06 -0.00480177 
-0.382838 0.00016732 0.000132921 2.41878e-07 -9.39588e-07 -7.0748e-07 9.39587e-07 -2.52186e-06 0.00564971 
-0.381738 0.000167319 0.000132483 2.40845e-07 -9.37934e-07 3.71399e-06 9.37934e-07 -2.57369e-06 -0.00574394 
-0.380638 0.000167319 0.000132046 2.39816e-07 -9.33753e-07 3.88749e-06 9.33752e-07 -3.09535e-06 0.00479557 
-0.379538 0.000167318 0.000131611 2.3879e-07 -9.3229e-07 -1.22799e-06 9.3229e-07 -4.36384e-07 3.84205e-05 
-0.378438 0.000167318 0.000131177 2.37764e-07 -9.32402e-07 1.02447e-06 9.32401e-07 1.15692e-06 0.0028582 
-0.377338 0.000167317 0.000130744 2.36738e-07 -9.33417e-07 -2.86989e-06 9.33417e-07 -1.11788e-06 -0.00699378 
-0.376238 0.000167317 0.000130313 2.35712e-07 -9.29244e-07 1.04551e-05 9.29244e-07 -5.29507e-06 -0.000600365 
-0.375138 0.000167317 0.000129883 2.34693e-07 -9.25077e-07 -2.87851e-06 9.25077e-07 -4.44469e-07 0.00941876 
-0.374037 0.000167316 0.000129455 2.33675e-07 -9.26078e-07 1.05897e-06 9.26078e-07 -1.56259e-06 -0.0114515 
-0.372937 0.000167316 0.000129028 2.32658e-07 -9.21282e-07 7.66059e-06 9.21281e-07 -3.65522e-06 0.0076471 
-0.371837 0.000167315 0.000128603 2.31646e-07 -9.19624e-07 -4.64741e-06 9.19624e-07 -1.41566e-06 -0.00357559 
-0.370737 0.000167315 0.000128179 2.30635e-07 -9.16169e-07 1.09291e-05 9.16169e-07 -4.62436e-06 -0.00225783 
-0.369637 0.000167315 0.000127756 2.29631e-07 -9.11806e-07 -2.99689e-06 9.11806e-07 -1.40759e-06 0.00810593 
-0.368537 0.000167314 0.000127335 2.28627e-07 -9.12872e-07 1.0585e-06 9.12872e-07 1.26405e-06 -0.0032489 
-0.367437 0.000167314 0.000126915 2.27623e-07 -9.1297e-07 -1.23712e-06 9.1297e-07 -4.73085e-07 9.08012e-05 
-0.366337 0.000167313 0.000126496 2.26619e-07 -9.11511e-07 3.88998e-06 9.11511e-07 -3.08306e-06 -0.00483574 
-0.365237 0.000167313 0.000126079 2.25618e-07 -9.07329e-07 3.71315e-06 9.07329e-07 -2.57865e-06 0.00575277 
-0.364136 0.000167312 0.000125664 2.24622e-07 -9.05675e-07 -7.06634e-07 9.05675e-07 -2.51682e-06 -0.00564038 
-0.363036 0.000167312 0.000125249 2.23627e-07 -9.01591e-07 8.13136e-06 9.01591e-07 -3.00092e-06 0.0047603 
-0.361936 0.000167312 0.000124836 2.22637e-07 -8.99739e-07 -4.76488e-06 8.99739e-07 -1.66631e-06 -0.00233398 
-0.360836 0.000167311 0.000124425 2.21647e-07 -8.96349e-07 1.09282e-05 8.96349e-07 -4.62847e-06 -0.00305124 
-0.359736 0.000167311 0.000124014 2.20665e-07 -8.9192e-07 -2.87583e-06 8.9192e-07 -1.14318e-06 0.0093875 
-0.358636 0.00016731 0.000123605 2.19683e-07 -8.93186e-07 5.75165e-07 8.93185e-07 5.73728e-07 -0.00626615 
-0.357536 0.00016731 0.000123198 2.18701e-07 -8.92553e-07 5.7517e-07 8.92553e-07 5.73772e-07 0.00626623 
-0.356436 0.00016731 0.000122792 2.17718e-07 -8.93818e-07 -2.87584e-06 8.93818e-07 -1.1433e-06 -0.00938787 
-0.355336 0.000167309 0.000122387 2.16736e-07 -8.89389e-07 1.09282e-05 8.89389e-07 -4.62809e-06 0.00305252 
-0.354235 0.000167309 0.000121983 2.15761e-07 -8.85999e-07 -4.76507e-06 8.85999e-07 -1.66757e-06 0.00232971 
-0.353135 0.000167308 0.000121581 2.14786e-07 -8.84147e-07 8.13206e-06 8.84147e-07 -2.99682e-06 -0.00474627 
-0.352035 0.000167308 0.00012118 2.13817e-07 -8.80064e-07 -7.09249e-07 8.80064e-07 -2.52987e-06 0.00559517 
-0.350935 0.000167308 0.00012078 2.12849e-07 -8.78406e-07 3.72291e-06 8.78406e-07 -2.5384e-06 -0.00561067 
-0.349835 0.000167307 0.000120382 2.11885e-07 -8.74239e-07 3.85356e-06 8.74239e-07 -3.20173e-06 0.00440474 
-0.348735 0.000167307 0.000119985 2.10925e-07 -8.72725e-07 -1.10118e-06 8.72725e-07 -1.4796e-07 0.00114701 
-0.347635 0.000167306 0.00011959 2.09964e-07 -8.73027e-07 5.51156e-07 8.73027e-07 4.90038e-07 1.28714e-05 
-0.346535 0.000167306 0.000119195 2.09004e-07 -8.73331e-07 -1.10345e-06 8.73331e-07 -1.58719e-07 -0.00119231 
-0.345435 0.000167306 0.000118802 2.08043e-07 -8.71813e-07 3.86263e-06 8.71813e-07 -3.16549e-06 -0.00427401 
-0.344334 0.000167305 0.000118411 2.07086e-07 -8.6766e-07 3.6889e-06 8.6766e-07 -2.64535e-06 0.00521962 
-0.343234 0.000167305 0.00011802 2.06133e-07 -8.65951e-07 -5.82265e-07 8.65951e-07 -2.24032e-06 -0.00448327 
-0.342134 0.000167304 0.000117631 2.05182e-07 -8.62059e-07 7.65814e-06 8.62059e-07 -3.66713e-06 0.00188933 
-0.341034 0.000167304 0.000117243 2.04236e-07 -8.59495e-07 -2.99636e-06 8.59494e-07 -6.97646e-07 0.00350919 
-0.339934 0.000167304 0.000116857 2.0329e-07 -8.58762e-07 4.32729e-06 8.58762e-07 -2.53135e-06 -0.00684287 
-0.338834 0.000167303 0.000116471 2.02348e-07 -8.54334e-07 3.72316e-06 8.54334e-07 -3.24901e-06 0.00553818 
-0.337734 0.000167303 0.000116087 2.01409e-07 -8.52938e-07 -1.18396e-06 8.52937e-07 -3.57086e-07 -0.000280666 
-0.336634 0.000167302 0.000115704 2.00471e-07 -8.53032e-07 1.01267e-06 8.53032e-07 1.12548e-06 0.00297597 
-0.335534 0.000167302 0.000115323 1.99532e-07 -8.54052e-07 -2.86674e-06 8.54051e-07 -1.10681e-06 -0.00703428 
-0.334433 0.000167302 0.000114943 1.98594e-07 -8.49878e-07 1.04543e-05 8.49878e-07 -5.29845e-06 -0.000586114 
-0.333333 0.000167301 0.000114564 1.97662e-07 -8.45711e-07 -2.87846e-06 8.45711e-07 -4.44434e-07 0.00941071 
-0.332233 0.000167301 0.000114186 1.96731e-07 -8.46711e-07 1.05957e-06 8.46711e-07 -1.5592e-06 -0.0114374 
-0.331133 0.0001673 0.000113809 1.95801e-07 -8.41916e-07 7.65816e-06 8.41916e-07 -3.66701e-06 0.00760534 
-0.330033 0.0001673 0.000113434 1.94877e-07 -8.40255e-07 -4.63826e-06 8.40255e-07 -1.37917e-06 -0.00344605 
-0.328933 0.0001673 0.00011306 1.93953e-07 -8.36814e-07 1.08949e-05 8.36813e-07 -4.73107e-06 -0.0026477 
-0.327833 0.000167299 0.000112687 1.93037e-07 -8.32399e-07 -2.86934e-06 8.32399e-07 -1.11979e-06 0.009213 
-0.326733 0.000167299 0.000112316 1.9212e-07 -8.33657e-07 5.82498e-07 8.33657e-07 6.02187e-07 -0.00608245 
-0.325633 0.000167298 0.000111946 1.91203e-07 -8.3304e-07 5.39354e-07 8.3304e-07 4.58537e-07 0.0058213 
-0.324532 0.000167298 0.000111576 1.90286e-07 -8.3425e-07 -2.73991e-06 8.3425e-07 -8.1827e-07 -0.00814253 
-0.323432 0.000167298 0.000111209 1.8937e-07 -8.30026e-07 1.04203e-05 8.30026e-07 -5.40519e-06 -0.000196486 
-0.322332 0.000167297 0.000110842 1.8846e-07 -8.25872e-07 -2.86936e-06 8.25872e-07 -4.07947e-07 0.00928147 
-0.321232 0.000167297 0.000110476 1.87551e-07 -8.26869e-07 1.05713e-06 8.26869e-07 -1.57109e-06 -0.0113961 
-0.320132 0.000167296 0.000110112 1.86643e-07 -8.22075e-07 7.65881e-06 8.22075e-07 -3.66327e-06 0.00759247 
-0.319032 0.000167296 0.000109749 1.85741e-07 -8.20414e-07 -4.63843e-06 8.20413e-07 -1.3803e-06 -0.00344203 
-0.317932 0.000167296 0.000109387 1.84838e-07 -8.16972e-07 1.08949e-05 8.16972e-07 -4.73082e-06 -0.00264922 
-0.316832 0.000167295 0.000109027 1.83943e-07 -8.12558e-07 -2.86931e-06 8.12557e-07 -1.11954e-06 0.00921453 
-0.315732 0.000167295 0.000108667 1.83049e-07 -8.13816e-07 5.82326e-07 8.13815e-07 6.01061e-07 -0.00608648 
-0.314631 0.000167295 0.000108309 1.82154e-07 -8.13198e-07 5.40007e-07 8.13198e-07 4.6228e-07 0.00583417 
-0.313531 0.000167294 0.000107952 1.81259e-07 -8.1441e-07 -2.74235e-06 8.14409e-07 -8.30156e-07 -0.00818382 
-0.312431 0.000167294 0.000107596 1.80364e-07 -8.10181e-07 1.04294e-05 8.10181e-07 -5.36871e-06 -6.72623e-05 
-0.311331 0.000167293 0.000107241 1.79476e-07 -8.06042e-07 -2.90334e-06 8.06041e-07 -5.1468e-07 0.00889188 
-0.310231 0.000167293 0.000106887 1.78588e-07 -8.06987e-07 1.18395e-06 8.06987e-07 -1.28258e-06 -0.0102879 
-0.309131 0.000167293 0.000106535 1.77703e-07 -8.02384e-07 7.18551e-06 8.02384e-07 -4.33009e-06 0.00474756 
-0.308031 0.000167292 0.000106184 1.76822e-07 -8.00011e-07 -2.87204e-06 8.00011e-07 -4.21431e-07 0.00235839 
-0.306931 0.000167292 0.000105834 1.75942e-07 -7.99224e-07 4.30265e-06 7.99224e-07 -2.6003e-06 -0.00631957 
-0.305831 0.000167292 0.000105485 1.75065e-07 -7.94824e-07 3.69738e-06 7.94823e-07 -3.32335e-06 0.00500507 
-0.30473 0.000167291 0.000105137 1.74192e-07 -7.93371e-07 -1.05623e-06 7.93371e-07 -6.80923e-08 0.000912986 
-0.30363 0.000167291 0.00010479 1.73319e-07 -7.93662e-07 5.2755e-07 7.93662e-07 4.27019e-07 -1.28734e-05 
-0.30253 0.00016729 0.000104445 1.72446e-07 -7.93951e-07 -1.05397e-06 7.93951e-07 -5.73318e-08 -0.000867677 
-0.30143 0.00016729 0.0001041 1.71573e-07 -7.92502e-07 3.68831e-06 7.92502e-07 -3.35959e-06 -0.00513582 
-0.30033 0.00016729 0.000103757 1.70703e-07 -7.88088e-07 4.33667e-06 7.88088e-07 -2.49332e-06 0.0067107 
-0.29923 0.000167289 0.000103415 1.69837e-07 -7.87352e-07 -2.99903e-06 7.87352e-07 -7.11071e-07 -0.00347057 
-0.29813 0.000167289 0.000103074 1.68971e-07 -7.84789e-07 7.65947e-06 7.84789e-07 -3.6595e-06 -0.00188967 
-0.29703 0.000167289 0.000102734 1.68111e-07 -7.80897e-07 -5.84899e-07 7.80897e-07 -2.25343e-06 0.0044459 
-0.29593 0.000167288 0.000102395 1.67252e-07 -7.79185e-07 3.69811e-06 7.79185e-07 -2.60844e-06 -0.0050913 
-0.294829 0.000167288 0.000102058 1.66398e-07 -7.75045e-07 3.82842e-06 7.75045e-07 -3.27242e-06 0.00388418 
-0.293729 0.000167287 0.000101721 1.65546e-07 -7.73476e-07 -9.7585e-07 7.73476e-07 1.29466e-07 0.00230044 
-0.292629 0.000167287 0.000101386 1.64695e-07 -7.73971e-07 7.49748e-08 7.73971e-07 -1.72989e-07 -0.00285031 
-0.291529 0.000167287 0.000101052 1.63844e-07 -7.73558e-07 6.75951e-07 7.73558e-07 7.87417e-07 0.00459632 
-0.290429 0.000167286 0.000100718 1.62992e-07 -7.74715e-07 -2.77878e-06 7.74715e-07 -9.48822e-07 -0.00775281 
-0.289329 0.000167286 0.000100386 1.62141e-07 -7.70501e-07 1.04392e-05 7.70501e-07 -5.32846e-06 -0.000209368 
-0.288229 0.000167286 0.000100055 1.61297e-07 -7.66358e-07 -2.90595e-06 7.66358e-07 -5.27731e-07 0.00893709 
-0.287129 0.000167285 9.97255e-05 1.60453e-07 -7.67304e-07 1.18465e-06 7.67304e-07 -1.27848e-06 -0.0103019 
-0.286029 0.000167285 9.93967e-05 1.59611e-07 -7.62701e-07 7.18532e-06 7.627e-07 -4.33136e-06 0.0047518 
-0.284928 0.000167284 9.9069e-05 1.58774e-07 -7.60328e-07 -2.87199e-06 7.60328e-07 -4.21018e-07 0.00235721 
-0.283828 0.000167284 9.87424e-05 1.57937e-07 -7.59541e-07 4.30263e-06 7.59541e-07 -2.60052e-06 -0.00631954 
-0.282728 0.000167284 9.84168e-05 1.57104e-07 -7.55141e-07 3.69743e-06 7.5514e-07 -3.32296e-06 0.00500614 
-0.281628 0.000167283 9.80923e-05 1.56275e-07 -7.53688e-07 -1.05641e-06 7.53688e-07 -6.92627e-08 0.000909088 
-0.280528 0.000167283 9.77689e-05 1.55445e-07 -7.53978e-07 5.28205e-07 7.53978e-07 4.30786e-07 2.44609e-10 
-0.279428 0.000167283 9.74466e-05 1.54616e-07 -7.54269e-07 -1.05641e-06 7.54269e-07 -6.9263e-08 -0.000909089 
-0.278328 0.000167282 9.71253e-05 1.53786e-07 -7.52816e-07 3.69744e-06 7.52816e-07 -3.32296e-06 -0.00500613 
-0.277228 0.000167282 9.68051e-05 1.52961e-07 -7.48416e-07 4.30263e-06 7.48416e-07 -2.60052e-06 0.00631953 
-0.276128 0.000167282 9.64859e-05 1.52138e-07 -7.47629e-07 -2.87198e-06 7.47629e-07 -4.21008e-07 -0.00235717 
-0.275028 0.000167281 9.61678e-05 1.51316e-07 -7.45256e-07 7.18531e-06 7.45256e-07 -4.3314e-06 -0.00475191 
-0.273927 0.000167281 9.58507e-05 1.505e-07 -7.40652e-07 1.18467e-06 7.40652e-07 -1.27836e-06 0.0103023 
-0.272827 0.000167281 9.55347e-05 1.49685e-07 -7.41599e-07 -2.90601e-06 7.41599e-07 -5.28104e-07 -0.00893836 
-0.271727 0.00016728 9.52197e-05 1.4887e-07 -7.37455e-07 1.04394e-05 7.37455e-07 -5.32726e-06 0.000213491 
-0.270627 0.00016728 9.49058e-05 1.48062e-07 -7.33242e-07 -2.77963e-06 7.33242e-07 -9.52551e-07 0.00773973 
-0.269527 0.000167279 9.45928e-05 1.47254e-07 -7.34397e-07 6.79113e-07 7.34397e-07 7.98594e-07 -0.00455615 
-0.268427 0.000167279 9.4281e-05 1.46447e-07 -7.33989e-07 6.31732e-08 7.33989e-07 -2.04483e-07 0.00273256 
-0.267327 0.000167279 9.39701e-05 1.45639e-07 -7.34467e-07 -9.31806e-07 7.34467e-07 2.0886e-07 -0.0019811 
-0.266227 0.000167278 9.36603e-05 1.44832e-07 -7.32964e-07 3.66405e-06 7.32964e-07 -3.42637e-06 -0.00462775 
-0.265127 0.000167278 9.33515e-05 1.44028e-07 -7.28577e-07 4.31156e-06 7.28577e-07 -2.56516e-06 0.00619343 
-0.264026 0.000167278 9.30437e-05 1.43227e-07 -7.27786e-07 -2.87434e-06 7.27786e-07 -4.32244e-07 -0.00231579 
-0.262926 0.000167277 9.2737e-05 1.42427e-07 -7.25415e-07 7.18578e-06 7.25415e-07 -4.32887e-06 -0.00476827 
-0.261826 0.000167277 9.24312e-05 1.41632e-07 -7.2081e-07 1.18514e-06 7.2081e-07 -1.27583e-06 0.0103187 
-0.260726 0.000167277 9.21265e-05 1.40839e-07 -7.21758e-07 -2.90837e-06 7.21758e-07 -5.3934e-07 -0.00897974 
-0.259626 0.000167276 9.18227e-05 1.40046e-07 -7.17611e-07 1.04483e-05 7.17611e-07 -5.2919e-06 0.000339591 
-0.258526 0.000167276 9.152e-05 1.3926e-07 -7.13411e-07 -2.81301e-06 7.13411e-07 -1.05596e-06 0.00736135 
-0.257426 0.000167276 9.12183e-05 1.38474e-07 -7.14516e-07 8.03717e-07 7.14516e-07 1.07672e-06 -0.00348414 
-0.256326 0.000167275 9.09175e-05 1.37688e-07 -7.14295e-07 -4.01859e-07 7.14295e-07 -8.39751e-07 -7.31159e-11 
-0.255226 0.000167275 9.06178e-05 1.36903e-07 -7.14074e-07 8.03717e-07 7.14074e-07 1.07672e-06 0.00348414 
-0.254125 0.000167275 9.0319e-05 1.36117e-07 -7.15179e-07 -2.81301e-06 7.15179e-07 -1.05596e-06 -0.00736135 
-0.253025 0.000167274 9.00212e-05 1.35331e-07 -7.1098e-07 1.04483e-05 7.1098e-07 -5.2919e-06 -0.000339588 
-0.251925 0.000167274 8.97244e-05 1.34552e-07 -7.06832e-07 -2.90837e-06 7.06832e-07 -5.39343e-07 0.00897973 
-0.250825 0.000167273 8.94286e-05 1.33774e-07 -7.0778e-07 1.18514e-06 7.0778e-07 -1.27582e-06 -0.0103187 
-0.249725 0.000167273 8.91338e-05 1.32997e-07 -7.03176e-07 7.18578e-06 7.03176e-07 -4.3289e-06 0.00476816 
-0.248625 0.000167273 8.88399e-05 1.32226e-07 -7.00804e-07 -2.87432e-06 7.00804e-07 -4.3213e-07 0.00231617 
-0.247525 0.000167272 8.8547e-05 1.31455e-07 -7.00014e-07 4.3115e-06 7.00013e-07 -2.56553e-06 -0.0061947 
-0.246425 0.000167272 8.82551e-05 1.30687e-07 -6.95626e-07 3.66428e-06 6.95626e-07 -3.42517e-06 0.00463187 
-0.245325 0.000167272 8.79641e-05 1.29923e-07 -6.94124e-07 -9.32653e-07 6.94124e-07 2.05131e-07 0.00196802 
-0.244224 0.000167271 8.76741e-05 1.29159e-07 -6.946e-07 6.63354e-08 6.946e-07 -1.93305e-07 -0.00269238 
-0.243124 0.000167271 8.7385e-05 1.28395e-07 -6.94197e-07 6.67311e-07 6.94197e-07 7.671e-07 0.0044384 
-0.242024 0.000167271 8.70969e-05 1.27631e-07 -6.95335e-07 -2.73558e-06 6.95334e-07 -8.73158e-07 -0.00742039 
-0.240924 0.00016727 8.68098e-05 1.26867e-07 -6.91187e-07 1.0275e-05 6.91187e-07 -5.48121e-06 -0.000957052 
-0.239824 0.00016727 8.65236e-05 1.26111e-07 -6.86797e-07 -2.29256e-06 6.86797e-07 -4.84824e-07 0.0100405 
-0.238724 0.00016727 8.62383e-05 1.25354e-07 -6.88665e-07 -1.10477e-06 6.88665e-07 5.42824e-07 -0.00817222 
-0.237624 0.000167269 8.5954e-05 1.24597e-07 -6.85581e-07 6.71163e-06 6.85581e-07 -5.00077e-06 -0.00190603 
-0.236524 0.000167269 8.56706e-05 1.23846e-07 -6.81168e-07 1.31219e-06 6.81168e-07 -9.85768e-07 0.0092053 
-0.235424 0.000167269 8.53882e-05 1.23096e-07 -6.82064e-07 -2.94241e-06 6.82064e-07 -6.46553e-07 -0.0085886 
